"","o","case","PRODUCT","TQ","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_AV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMAV","DENS_AVRC","DENS_PFR","UCC","Q","var_pcb","pcb","PCB","pcf","fci"
"1",1,8,1,100,2,4,8,6,9,11,0.75,0.375,0.291666666666667,0.259259259259259,0.191919191919192,0.875,0,32597,6.225,10.8266775902558,352915.128599459,10.6893442569225,1.01284768551115
"2",1,8,2,100,2,4,8,6,9,11,0.75,0.375,0.291666666666667,0.259259259259259,0.191919191919192,0.875,0,32597,5.916,10.5176775902558,342842.714987052,10.6550109235891,0.987110915763653
